WKR_NR;Gebiet;gehört zu;Gewählt;Wahlberechtigte;Wahlberechtigte;Wahlberechtigte;Wahlberechtigte;Wählende;Wählende;Wählende;Wählende;Ungültige Stimmen;Ungültige Stimmen;Ungültige Stimmen;Ungültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;SPD;SPD;SPD;SPD;CDU;CDU;CDU;CDU;B90/GRÜNE;B90/GRÜNE;B90/GRÜNE;B90/GRÜNE;FDP;FDP;FDP;FDP;AFD;AFD;AFD;AFD;CSU;CSU;CSU;CSU;DIELINKE;DIELINKE;DIELINKE;DIELINKE
;;;;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen
;;;;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode
1;Flensburg – Schleswig;1;–;232158;231536;232158;231536;192866;180112;192866;180112;1134;1537;1027;1487;191732;178575;191839;178625;28366;38927;30544;45508;50822;41721;47683;36421;43290;50231;30590;33300;4484;12299;7065;19189;28824;9768;29267;10317;;;;;10370;6544;15894;7475
2;Nordfriesland – Dithmarschen Nord;1;Christlich Demokratische Union Deutschlands;186019;188267;186019;188267;153755;145387;153755;145387;1043;1337;855;1242;152712;144050;152900;144145;31169;40026;26637;37926;49866;43745;45300;35511;16627;20611;18763;22588;5749;13958;7617;18350;24472;8274;24564;8798;;;;;7919;4060;9437;4437
3;Steinburg – Dithmarschen Süd;1;Christlich Demokratische Union Deutschlands;175816;176899;175816;176899;146576;136299;146576;136299;1141;1319;805;1190;145435;134980;145771;135109;30733;39379;25645;37468;50928;39431;42612;32842;14468;16686;16079;19237;5647;19315;7447;18492;29693;10429;29679;11303;;;;;8709;4339;9684;4524
4;Rendsburg-Eckernförde;1;Christlich Demokratische Union Deutschlands;202737;202226;202737;202226;172519;162060;172519;162060;1152;1410;873;1105;171367;160650;171646;160955;36266;49474;30418;43148;56163;47688;50231;38517;20473;23832;25226;28828;8170;12903;7956;19322;26417;10200;27498;10564;;;;;8675;4416;10887;5163
5;Kiel;1;BÜNDNIS 90/DIE GRÜNEN;201504;202482;201504;202482;167205;155986;167205;155986;1025;1170;901;918;166180;154816;166304;155068;36688;45709;32088;40338;34941;28416;32842;23920;43283;43532;38149;44089;4825;11445;6567;16110;17811;7147;17883;7654;;;;;15946;7275;22779;9430
6;Plön – Neumünster;1;Christlich Demokratische Union Deutschlands;173740;174908;173740;174908;143605;133721;143605;133721;1892;1759;950;1194;141713;131962;142655;132527;33977;41497;27342;38670;46370;36870;40815;30290;18852;20740;19957;23051;4693;12420;6150;15901;25249;9404;25683;9741;;;;;7623;3718;9657;4232
7;Pinneberg;1;Christlich Demokratische Union Deutschlands;236765;238388;236765;238388;200312;191512;200312;191512;1213;1443;1020;1242;199099;190069;199292;190270;49714;59298;40326;55693;63231;49710;57532;42057;25395;32109;28967;34291;7674;20737;10086;25663;30417;12141;31098;13080;;;;;12683;5659;15064;6363
8;Segeberg – Stormarn-Mitte;1;Christlich Demokratische Union Deutschlands;249213;249202;249213;249202;211550;199618;211550;199618;1501;1700;1039;1353;210049;197918;210511;198265;51437;63369;40275;56658;67881;55265;61079;44285;24800;27109;28809;33361;9417;20575;10974;27675;36071;14040;36211;14527;;;;;12636;6202;14887;6468
9;Ostholstein – Stormarn-Nord;1;Christlich Demokratische Union Deutschlands;181111;183138;181111;183138;150788;143092;150788;143092;1118;1301;797;1126;149670;141791;149991;141966;38071;47714;29510;42520;52022;42991;46721;35564;15636;19025;19095;22314;5422;13289;7656;17986;25929;9647;26494;10073;;;;;8232;4122;8935;4036
10;Herzogtum Lauenburg – Stormarn-Süd;1;Christlich Demokratische Union Deutschlands;245477;246277;245477;246277;208075;196903;208075;196903;1443;1576;1072;1316;206632;195327;207003;195587;48273;60593;39860;56422;67641;51872;61515;45364;29012;33949;28853;32475;7445;20550;11091;27725;35419;14053;35560;14682;;;;;12160;5168;14253;6325
11;Lübeck;1;Sozialdemokratische Partei Deutschlands;178245;179394;178245;179394;142999;131455;142999;131455;1247;1580;829;1218;141752;129875;142170;130237;39809;44315;30026;39704;33695;28266;32037;23628;27477;27809;25444;29229;4028;9700;5547;13626;21972;8538;22254;8827;;;;;10175;4020;14921;5785
1;Schleswig-Holstein;99;;2262785;2272717;2262785;2272717;1890250;1776145;1890250;1776145;13909;16132;10168;13391;1876341;1760013;1880082;1762754;424503;530301;352671;494055;573560;465975;518367;388399;279313;315633;279932;322763;67554;167191;88156;220039;302274;113641;306191;119566;;;;;115128;55523;146398;64238
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;Alternative für Deutschland;212861;214853;212861;214853;171875;156565;171875;156565;2126;2957;1455;2402;169749;153608;170420;154163;34101;45189;24693;49271;35453;31754;32209;26383;5531;12061;9494;12419;4870;11769;5613;13242;60863;25393;54975;24185;;;;;21569;17906;19558;16604
13;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;Alternative für Deutschland;202444;205042;202444;205042;162889;146362;162889;146362;1663;2316;1166;2258;161226;144046;161723;144104;34654;50736;23009;46846;32839;26208;29812;24621;5747;8163;7744;10147;4422;10322;4921;11638;59416;24760;56236;24673;;;;;18094;14949;17339;14979
14;Rostock – Landkreis Rostock II;13;–;221158;222705;221158;222705;179099;165329;179099;165329;1534;2319;1094;2352;177565;163010;178005;162977;30031;43932;25383;47280;34403;27672;29907;23103;9397;16556;15933;20941;5037;12242;6057;14852;47598;19882;45612;20658;;;;;45521;29715;30739;21491
15;Vorpommern-Rügen – Vorpommern-Greifswald I;13;Alternative für Deutschland;237079;241066;237079;241066;186436;168922;186436;168922;1784;2769;1356;3143;184652;166153;185080;165779;26883;40429;19150;41583;39235;33903;32675;30910;9064;12199;11466;14654;4814;11005;6204;13776;68842;33025;65647;31303;;;;;24635;22767;23214;18857
16;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;13;Alternative für Deutschland;215716;221421;215716;221421;168238;154240;168238;154240;2154;3572;1400;3202;166084;150668;166838;151038;22871;37392;16306;40339;33050;31182;28878;28684;3787;6112;4721;6616;5881;11165;5252;11438;75083;36597;71490;35102;;;;;18008;16202;15824;15370
17;Mecklenburgische Seenplatte II – Landkreis Rostock III;13;Alternative für Deutschland;204474;209348;204474;209348;160613;143622;160613;143622;2186;3021;1454;2824;158427;140601;159159;140798;31002;43730;18162;42049;30808;29950;28482;26402;3370;7573;5363;7179;4314;9825;4632;10609;65035;30320;63396;29421;;;;;16952;14494;16377;14434
13;Mecklenburg-Vorpommern;99;;1293732;1314435;1293732;1314435;1029150;935040;1029150;935040;11447;16954;7925;16181;1017703;918086;1021225;918859;179542;261408;126703;267368;205788;180669;181963;160103;36896;62664;54721;71956;29338;66328;32679;75555;376837;169977;357356;165342;;;;;144779;116033;123051;101735
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Hamburg-Mitte;2;Sozialdemokratische Partei Deutschlands;243951;242078;243951;242078;189434;179637;189434;179637;1683;1439;1102;1082;187751;178198;188332;178555;51536;59229;41803;51170;31829;23231;29588;19982;40344;46326;38169;49791;6539;14424;7745;18723;19898;8664;19813;9100;;;;;31014;16195;35750;15593
19;Hamburg-Altona;2;BÜNDNIS 90/DIE GRÜNEN;188984;187705;188984;187705;158772;152720;158772;152720;1234;837;677;625;157538;151883;158095;152095;36910;43427;32490;38865;33392;25441;30863;22478;43349;45063;37452;46162;5278;12380;7377;16543;11902;5191;11596;5036;;;;;25270;14716;28455;13667
20;Hamburg-Eimsbüttel;2;BÜNDNIS 90/DIE GRÜNEN;194724;193823;194724;193823;165711;160970;165711;160970;1139;931;674;605;164572;160039;165037;160365;42720;47375;36884;44911;34476;27462;33328;23843;45766;47734;39549;47983;6658;12957;8099;18190;12671;5450;12450;5662;;;;;20727;11351;23991;10847
21;Hamburg-Nord;2;Christlich Demokratische Union Deutschlands;222153;219909;222153;219909;190233;185457;190233;185457;1167;1234;728;766;189066;184223;189505;184691;50336;56594;42685;51575;53094;43870;49436;34387;42876;47375;39931;46531;7028;15786;11090;26247;15266;6259;15782;6811;;;;;14915;9095;19315;8741
22;Hamburg-Wandsbek;2;Sozialdemokratische Partei Deutschlands;230495;233483;230495;233483;179893;174014;179893;174014;1751;1678;1019;1193;178142;172336;178874;172821;57591;66616;44504;59298;43928;33085;39925;29103;23210;26599;25956;32134;5710;15755;7345;19225;25873;11490;25266;11290;;;;;18926;10629;20488;8852
23;Hamburg-Bergedorf – Harburg;2;Sozialdemokratische Partei Deutschlands;218953;221794;218953;221794;166191;158246;166191;158246;1733;1601;1165;1229;164458;156645;165026;157017;52896;61590;39198;52523;35154;26483;33642;25427;19091;24231;20704;27931;4152;13301;5422;15674;28958;12774;28556;12638;;;;;18994;10521;22931;9878
2;Hamburg;99;;1299260;1298792;1299260;1298792;1050234;1011044;1050234;1011044;8707;7720;5365;5500;1041527;1003324;1044869;1005544;291989;334831;237564;298342;231873;179572;216782;155220;214636;237328;201761;250532;35365;84603;47078;114602;114568;49828;113463;50537;;;;;129846;72507;150930;67578
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Aurich – Emden;3;Sozialdemokratische Partei Deutschlands;189800;191846;189800;191846;155709;137847;155709;137847;1282;2286;1024;1653;154427;135561;154685;136194;63565;71596;44286;59038;34069;24019;36007;24066;7791;12652;12748;17668;3569;11798;5052;12113;31160;;32478;11173;;;;;8949;4861;11682;4671
25;Unterems;3;Christlich Demokratische Union Deutschlands;237527;238506;237527;238506;198291;175826;198291;175826;1448;2079;1067;1550;196843;173747;197224;174276;44288;49440;42893;59229;79773;77143;64643;52067;13738;16434;14267;18576;4977;10763;7717;17671;40000;13584;41176;14248;;;;;10835;4358;12955;4650
26;Friesland – Wilhelmshaven – Wittmund;3;Sozialdemokratische Partei Deutschlands;185863;189047;185863;189047;150781;134164;150781;134164;1152;1188;877;1234;149629;132976;149904;132930;52913;60392;38211;50448;40089;29286;39618;28535;8630;13504;12572;17020;3974;9502;5961;13874;29525;10227;30278;10951;;;;;8246;3460;10896;4122
27;Oldenburg – Ammerland;3;Sozialdemokratische Partei Deutschlands;229344;228705;229344;228705;194106;173725;194106;173725;1390;1397;925;1175;192716;172328;193181;172550;66280;65757;46024;55231;46173;34294;46074;32100;28728;35119;31857;40919;5996;12859;8555;17674;25045;8572;24919;8903;;;;;15673;10183;21699;8344
28;Delmenhorst – Wesermarsch – Oldenburg-Land;3;Christlich Demokratische Union Deutschlands;225013;226827;225013;226827;185081;163753;185081;163753;1543;1781;1000;1595;183538;161972;184081;162158;48627;59377;43835;55621;53760;40410;48101;36649;18021;21202;18435;23973;10206;17278;9047;18571;35329;11999;35955;12987;;;;;12645;4931;13613;5046
29;Cuxhaven – Stade II;3;Christlich Demokratische Union Deutschlands;187076;188602;187076;188602;155176;140739;155176;140739;1143;1067;788;1023;154033;139672;154388;139716;46915;51417;37040;48858;50395;42085;45964;36586;11030;15389;13656;17553;4166;9622;5823;14052;30472;10227;30933;11000;;;;;7968;2694;9280;3672
30;Stade I – Rotenburg II;3;Christlich Demokratische Union Deutschlands;197850;198576;197850;198576;167119;151821;167119;151821;1217;1188;777;935;165902;150633;166342;150886;42393;47763;36582;48301;60301;52069;51046;39969;16205;19923;18203;22091;4663;12019;6693;16720;29890;10735;30498;11002;;;;;10350;4340;11789;4301
31;Mittelems;3;Christlich Demokratische Union Deutschlands;233784;233253;233784;233253;199529;180543;199529;180543;1210;1330;915;1104;198319;179213;198614;179439;48525;52309;42166;55461;86795;72523;78008;60733;14462;22562;17256;22515;6904;17466;8921;21101;27994;8993;28483;9235;;;;;10171;3996;12609;3969
32;Cloppenburg – Vechta;3;Christlich Demokratische Union Deutschlands;225099;223948;225099;223948;187174;164507;187174;164507;1198;1321;997;1155;185976;163186;186177;163352;32515;33825;29053;40212;85241;80134;73616;62837;11280;17366;13277;18093;6135;14397;8432;19747;38366;12674;38357;12772;;;;;9485;3542;11518;3549
33;Diepholz – Nienburg I;3;Christlich Demokratische Union Deutschlands;194010;194371;194010;194371;162072;146954;162072;146954;1113;1460;755;982;160959;145494;161317;145972;44311;46455;36820;48196;56910;49116;49080;36915;13005;19702;16558;21139;5318;13671;7376;17628;27353;9683;28346;10372;;;;;9613;4029;10982;3920
34;Osterholz – Verden;3;Christlich Demokratische Union Deutschlands;196082;197490;196082;197490;166157;151308;166157;151308;1094;1927;762;1089;165063;149381;165395;150219;40963;48574;38009;49430;59321;50274;46321;36183;18449;21933;20450;24183;4952;13764;6942;15653;28052;;29180;11329;;;;;11071;6375;12060;5253
35;Rotenburg I – Heidekreis;3;Sozialdemokratische Partei Deutschlands;168109;168927;168109;168927;139393;125100;139393;125100;1141;934;803;896;138252;124166;138590;124204;58184;59131;34349;43196;37770;32720;38933;31119;7411;10035;12795;16857;3261;7354;5118;12526;26667;9182;27466;9945;;;;;;3010;9777;3536
36;Harburg;3;Christlich Demokratische Union Deutschlands;202671;201740;202671;201740;175134;161635;175134;161635;1176;1122;705;893;173958;160513;174429;160742;45742;49773;35733;46765;57718;46711;53029;39850;18423;24120;22502;26777;6047;14395;8478;20426;28906;11007;29324;11671;;;;;10309;4230;12298;4682
37;Lüchow-Dannenberg – Lüneburg;3;Sozialdemokratische Partei Deutschlands;182679;182673;182679;182673;154831;139183;154831;139183;944;1546;676;1077;153887;137637;154155;138106;42817;38784;32399;41262;40541;34287;37097;29032;25243;34606;25602;30585;3894;9513;5627;13241;23895;8603;25017;9145;;;;;10925;5378;15934;6328
38;Osnabrück-Land;3;Christlich Demokratische Union Deutschlands;199480;199960;199480;199960;167741;151837;167741;151837;1132;1251;844;1379;166609;150586;166897;150458;40394;44709;37108;48352;60954;54535;53514;42864;16759;22011;16444;22160;4914;13006;7189;16653;29983;9418;30206;10069;;;;;9516;3596;10900;3870
39;Stadt Osnabrück;3;Christlich Demokratische Union Deutschlands;192267;195467;192267;195467;161536;149541;161536;149541;1020;1335;664;1031;160516;148206;160872;148510;45260;44876;39356;44919;47728;43316;42265;34462;21953;34140;25670;34546;4178;10090;6650;14627;18264;6695;18544;6903;;;;;18862;6977;17804;6224
40;Nienburg II – Schaumburg;3;Sozialdemokratische Partei Deutschlands;191028;193863;191028;193863;157507;142895;157507;142895;1100;1248;823;1103;156407;141647;156684;141792;49658;50017;38093;49553;44786;43817;42907;33968;11724;18094;15550;19968;4383;8804;5936;14213;31459;11695;32249;12434;;;;;8669;3070;10235;3842
41;Stadt Hannover I;3;Sozialdemokratische Partei Deutschlands;175419;176770;175419;176770;143759;128894;143759;128894;1063;1217;803;1308;142696;127677;142956;127586;48668;44538;33839;39511;32818;27303;30595;23410;22397;27851;25754;30360;3994;9550;6177;13282;18719;7549;18414;7677;;;;;12063;4662;17019;5768
42;Stadt Hannover II;3;Sozialdemokratische Partei Deutschlands;189782;190336;189782;190336;159052;143712;159052;143712;987;1184;782;1262;158065;142528;158270;142450;57216;46929;34913;40116;28168;26196;29685;22537;30166;37779;33650;41976;3769;9538;6136;13288;16190;6476;16411;6753;;;;;17908;7390;26100;8831
43;Hannover-Land I;3;Christlich Demokratische Union Deutschlands;227327;231250;227327;231250;192227;174581;192227;174581;1263;1464;984;1879;190964;173117;191243;172702;52312;58297;43417;55464;66483;55185;56900;44529;18119;22490;21753;26219;5101;12557;8729;19550;33139;12942;33247;13295;;;;;10430;3981;13208;4504
44;Celle – Uelzen;3;Christlich Demokratische Union Deutschlands;212344;214482;212344;214482;174910;158022;174910;158022;1288;1388;970;1192;173622;156634;173940;156830;40060;50635;36321;48332;61114;51504;51631;40993;16097;18773;17787;21882;5920;13412;7504;17990;34961;14498;35375;14423;;;;;10277;4357;12190;4680
45;Gifhorn – Peine;3;Sozialdemokratische Partei Deutschlands;216949;219966;216949;219966;183844;166592;183844;166592;1228;1568;949;1762;182616;165024;182895;164830;61985;72113;43689;58846;50970;40279;50192;37839;11760;15762;17417;21960;4714;10738;6809;16238;38892;15346;38988;16048;;;;;9063;3619;11869;4147
46;Hameln-Pyrmont – Holzminden;3;Sozialdemokratische Partei Deutschlands;178761;184471;178761;184471;144827;132893;144827;132893;1213;1345;886;1284;143614;131548;143941;131609;47384;56893;35445;48438;41013;33575;38855;29809;10269;13259;13527;17274;4623;9102;5667;13624;29980;11208;30515;11590;;;;;7728;3676;9575;3734
47;Hannover-Land II;3;Sozialdemokratische Partei Deutschlands;234055;238323;234055;238323;197760;181202;197760;181202;1288;1654;1079;2110;196472;179548;196681;179092;62395;73088;47478;62024;59006;45721;53994;40612;17550;22283;23995;29201;4924;11883;7840;18320;33775;13377;34337;13850;;;;;10882;4095;14602;4994
48;Hildesheim;3;Sozialdemokratische Partei Deutschlands;211156;215131;211156;215131;176681;161685;176681;161685;1305;1676;920;1907;175376;160009;175761;159778;53925;61857;42610;55439;51421;41230;47275;36504;16511;22973;20303;26565;4369;11507;6535;15397;31963;11387;31741;12161;;;;;12021;5481;14749;5308
49;Salzgitter – Wolfenbüttel;3;Sozialdemokratische Partei Deutschlands;195218;200922;195218;200922;159604;147218;159604;147218;1324;1794;1007;1496;158280;145424;158597;145722;48410;56157;38650;53411;44807;39541;42085;33453;10910;15353;13824;18105;3934;9544;5619;13463;33787;14331;33836;14415;;;;;11139;5675;12357;4478
50;Braunschweig;3;Sozialdemokratische Partei Deutschlands;186356;187721;186356;187721;155379;140807;155379;140807;1116;1254;824;1513;154263;139553;154555;139294;51551;51220;34992;42377;38156;31276;34956;25929;21983;28214;27788;33401;4461;9816;6142;14046;20471;8045;20622;8238;;;;;12660;5352;17979;6355
51;Helmstedt – Wolfsburg;3;Christlich Demokratische Union Deutschlands;176276;180147;176276;180147;141889;130671;141889;130671;1246;1623;837;1467;140643;129048;141052;129204;40099;54349;32716;45414;43511;34367;39109;31827;9630;11305;11878;15481;4539;9766;5335;13073;31351;12339;30969;12241;;;;;8687;3575;9406;3496
52;Goslar – Northeim – Göttingen II;3;Sozialdemokratische Partei Deutschlands;191425;197519;191425;197519;155583;143611;155583;143611;1421;1544;971;1296;154162;142067;154612;142315;46873;52129;38452;53876;46699;47196;43211;33614;11922;14954;13463;17118;3999;8827;6116;14239;30491;11240;30927;11819;;;;;9186;3835;10715;4251
53;Göttingen I;3;Christlich Demokratische Union Deutschlands;210201;214542;210201;214542;175544;161876;175544;161876;1341;2399;917;1571;174203;159477;174627;160305;44620;51385;38345;51180;50738;42958;44788;34588;26770;37060;27390;32448;6320;15261;6911;15638;24752;;25266;9785;;;;;15937;8057;19429;8132
3;Niedersachsen;99;;6042951;6105381;6042951;6105381;5038396;4563142;5038396;4563142;36386;44570;26331;39921;5002010;4518572;5012065;4523221;1468848;1603785;1152824;1498500;1557228;1323070;1409499;1093579;486936;646848;576371;726613;148204;347802;205037;474638;880831;292032;894057;336434;;;;;321268;142785;405229;148657
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Bremen I;4;–;239823;245384;239823;245384;194782;186308;194782;186308;1651;1337;983;1071;193131;184971;193799;185237;48670;55934;42455;53425;46317;39440;41196;32375;36566;39721;35822;44414;5590;13929;7417;18396;22752;9099;22792;9835;;;;;25807;15306;30834;15739
55;Bremen II – Bremerhaven;4;Sozialdemokratische Partei Deutschlands;210686;214365;210686;214365;155596;144123;155596;144123;1661;2037;1137;1320;153935;142086;154459;142803;46600;52498;38145;49799;32356;28552;30371;24124;16716;20769;18466;24013;4069;8469;4877;12085;29888;12466;29702;12740;;;;;18588;10617;20627;9613
4;Bremen;99;;450509;459749;450509;459749;350378;330431;350378;330431;3312;3374;2120;2391;347066;327057;348258;328040;95270;108432;80600;103224;78673;67992;71567;56499;53282;60490;54288;68427;9659;22398;12294;30481;52640;21565;52494;22575;;;;;44395;25923;51461;25352
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;Prignitz – Ostprignitz-Ruppin – Havelland I;12;Alternative für Deutschland;169648;172726;169648;172726;133067;122512;133067;122512;1431;1675;1046;1504;131636;120837;132021;121008;29264;39853;20999;41163;25861;23433;22920;19414;4025;5623;5782;7677;2847;7355;3355;9070;51212;23799;48277;23221;;;;;13866;10845;12905;9754
57;Uckermark – Barnim I;12;Alternative für Deutschland;180127;182836;180127;182836;142112;130965;142112;130965;1533;1815;1024;1719;140579;129150;141088;129246;27211;38247;19508;40543;25661;22991;22700;19818;5460;7528;6833;9095;3323;10964;3745;10422;53908;26163;50763;25748;;;;;17200;12316;15480;11617
58;Oberhavel – Havelland II;12;–;251732;249331;251732;249331;211112;195208;211112;195208;1820;2470;1290;2120;209292;192738;209822;193088;41822;50697;32266;55193;51984;39996;45580;33377;13889;19026;17620;20663;6039;17322;7579;19802;64556;30863;61545;30793;;;;;19831;15501;19602;12665
59;Märkisch-Oderland – Barnim II;12;Alternative für Deutschland;231597;230391;231597;230391;193032;177065;193032;177065;1917;2856;1210;2567;191115;174209;191822;174498;35785;43117;25134;48712;34597;40804;32399;26254;7625;11742;11132;13954;4693;12270;5552;14939;69016;31929;64893;31820;;;;;25444;21700;21638;18004
60;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12;Alternative für Deutschland;201899;202955;201899;202955;161158;147618;161158;147618;1821;2239;1259;2039;159337;145379;159899;145579;41053;46642;27515;48423;30943;29236;29337;22274;5957;9474;9603;12211;3718;9266;4627;11934;53605;23931;50225;23845;;;;;17348;12672;17229;12019
61;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12;Sozialdemokratische Partei Deutschlands;234264;232797;234264;232797;200725;190547;200725;190547;1616;1702;1091;1662;199109;188845;199634;188885;43336;64271;34040;50965;40930;26050;38263;26287;31619;35452;29115;35865;7959;16872;8599;20210;37823;17302;36947;18658;;;;;27524;14701;29408;19110
62;Dahme-Spreewald – Teltow-Fläming III;12;Alternative für Deutschland;241717;239844;241717;239844;200776;184949;200776;184949;2006;2784;1431;2573;198770;182165;199345;182376;35053;47696;29306;51505;47404;36318;39080;29844;10248;13197;12433;15707;4967;14395;6970;18103;66811;31811;63990;32493;;;;;22423;16617;20401;14218
63;Frankfurt (Oder) – Oder-Spree;12;Alternative für Deutschland;187968;191387;187968;191387;149770;142414;149770;142414;1575;1973;1092;1824;148195;140441;148678;140590;30829;39350;20169;41414;27856;22876;24737;19890;4463;8865;7066;9992;3528;9975;4677;12439;56620;30182;52666;28338;;;;;16785;15690;15771;13436
64;Cottbus – Spree-Neiße;12;Alternative für Deutschland;165942;171267;165942;171267;132378;128323;132378;128323;1470;1960;976;1768;130908;126363;131402;126555;30548;34882;18348;36098;22712;21072;20932;17502;;4662;5275;6939;3559;11400;4249;13603;54981;32530;51313;30729;;;;;12819;11156;12144;9670
65;Elbe-Elster – Oberspreewald-Lausitz;12;Alternative für Deutschland;169189;175310;169189;175310;134486;129863;134486;129863;1413;2232;1003;2045;133073;127631;133483;127818;22087;32998;16688;36557;24330;20892;22039;19231;2703;4436;3732;5369;3821;11275;4112;11904;57194;31468;54660;31767;;;;;15939;11430;11645;9269
12;Brandenburg;99;;2034083;2048844;2034083;2048844;1658616;1549464;1658616;1549464;16602;21706;11422;19821;1642014;1527758;1647194;1529643;336988;437753;243973;450573;332278;283668;297987;233891;85989;120005;108591;137472;44454;121094;53465;142426;565726;279978;535279;277412;;;;;189179;142628;176223;129762
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Altmark – Jerichower Land;15;Alternative für Deutschland;227996;234872;227996;234872;178498;159806;178498;159806;2297;1943;1334;1705;176201;157863;177164;158101;28275;43047;20659;43232;38817;36724;34163;33916;4852;6803;5917;8476;6046;12748;5369;13876;69054;30498;66177;30225;;;;;22147;15676;18648;14807
67;Börde – Salzlandkreis;15;Alternative für Deutschland;217023;223295;217023;223295;170484;149905;170484;149905;2283;1935;1519;1694;168201;147970;168965;148211;22894;34994;17576;37489;37608;36089;32353;32560;3746;5625;4463;6516;4606;12252;4941;14017;72650;32738;70158;32075;;;;;17753;16675;15344;13615
